Accession ID	Collection date	Submission date	Location
EPI_ISL_824557	2020-12-27	2021-01-14	North America / USA / California / Los Angeles County
EPI_ISL_824559	2020-12-21	2021-01-14	North America / USA / California / Los Angeles County
EPI_ISL_824561	2020-12-20	2021-01-14	North America / USA / California / Los Angeles County
EPI_ISL_824563	2020-12-27	2021-01-14	North America / USA / California / Los Angeles County
EPI_ISL_824562	2020-12-27	2021-01-14	North America / USA / California / Los Angeles County
EPI_ISL_824570	2020-12-26	2021-01-14	North America / USA / California / Los Angeles County
EPI_ISL_824566	2020-12-27	2021-01-14	North America / USA / California / Los Angeles County
EPI_ISL_7509776	2020-09-09	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509784	2020-09-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509815	2020-09-06	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509729	2020-10-14	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509798	2020-09-02	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509716	2020-10-10	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509810	2020-09-22	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509724	2020-10-08	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509803	2020-09-25	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509719	2020-10-06	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509796	2020-09-13	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509806	2020-09-14	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509801	2020-09-13	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509811	2020-09-12	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509805	2020-09-02	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509730	2020-10-12	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509734	2020-09-18	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509727	2020-10-06	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509790	2020-09-22	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509725	2020-10-08	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509777	2020-09-14	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509735	2020-09-18	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509749	2020-09-18	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509785	2020-09-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509732	2020-10-08	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509757	2020-09-10	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509722	2020-10-08	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509782	2020-09-14	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509797	2020-09-26	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509717	2020-10-10	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509728	2020-10-09	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509770	2020-09-18	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509759	2020-09-22	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509813	2020-09-14	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509738	2020-09-18	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509760	2020-09-22	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509809	2020-09-10	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509822	2020-09-15	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509818	2020-09-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509773	2020-09-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508046	2021-02-08	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508409	2020-08-25	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507938	2021-01-18	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507782	2021-02-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508538	2020-08-20	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507554	2021-01-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509085	2021-01-19	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508715	2021-03-02	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507765	2021-02-02	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509041	2021-02-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508414	2020-08-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508815	2021-02-19	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508018	2021-02-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509082	2021-01-05	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507747	2021-03-18	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509081	2021-01-04	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508435	2020-08-06	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508647	2020-08-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508870	2021-02-05	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508769	2021-02-04	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507773	2021-02-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509064	2021-01-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509039	2021-03-06	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508898	2021-03-10	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508473	2020-08-19	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507648	2021-02-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508415	2020-08-05	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508582	2020-08-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507598	2021-02-02	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508302	2020-08-04	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508809	2021-02-05	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509056	2021-02-18	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507589	2021-02-02	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508892	2021-02-04	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509083	2021-01-04	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507408	2021-02-02	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507843	2021-02-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508590	2020-08-05	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508976	2021-02-21	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508745	2021-02-05	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508319	2020-08-06	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508846	2021-02-24	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507767	2021-02-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508057	2021-01-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507799	2021-02-08	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508666	2020-08-13	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507573	2021-03-15	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507538	2021-02-02	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507626	2021-03-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508532	2020-08-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509042	2021-02-06	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509046	2021-02-26	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507525	2021-02-02	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508002	2021-02-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508651	2020-08-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508064	2021-01-18	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509053	2021-02-05	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507461	2021-02-02	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507868	2021-02-08	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508727	2021-02-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508310	2020-08-18	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508282	2020-08-30	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509038	2021-03-12	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508603	2020-08-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507809	2021-02-15	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508998	2021-02-04	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508272	2020-08-11	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509040	2021-02-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508063	2021-01-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508741	2021-02-06	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507426	2021-01-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508754	2021-02-24	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507808	2021-02-07	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509024	2021-02-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509059	2021-02-13	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508260	2020-08-07	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507996	2021-02-04	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508448	2020-08-12	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509452	2020-11-22	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508493	2020-08-07	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508456	2020-08-27	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508591	2020-08-14	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507419	2021-02-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508016	2021-01-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508613	2020-08-26	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509033	2021-02-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509087	2021-01-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508858	2021-02-05	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507621	2021-03-28	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509066	2021-01-19	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508656	2020-08-07	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508074	2021-03-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508442	2020-08-20	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509075	2021-01-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509068	2021-01-11	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508154	2021-02-09	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507416	2021-03-30	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507922	2021-02-08	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508853	2021-02-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507667	2021-02-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508708	2021-02-04	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507585	2021-02-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509050	2021-03-12	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508464	2020-08-18	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508200	2021-02-11	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509052	2021-03-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507831	2021-02-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507965	2021-02-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507958	2021-02-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509072	2021-01-05	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508627	2020-08-13	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508619	2020-08-07	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507518	2021-02-10	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508507	2020-08-11	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509069	2021-01-04	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507494	2021-01-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507937	2021-02-11	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507778	2021-01-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507398	2021-02-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508371	2020-08-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508635	2020-08-15	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507791	2021-03-31	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508171	2021-02-11	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509058	2021-02-11	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507837	2021-01-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508050	2021-02-04	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507902	2021-02-11	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507417	2021-03-19	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508701	2020-08-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509034	2021-02-21	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509037	2021-02-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508748	2021-02-19	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508164	2021-02-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508426	2020-08-19	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508125	2021-02-15	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508705	2020-08-20	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509067	2021-01-11	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507576	2021-02-10	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507420	2021-02-02	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508721	2021-03-11	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507952	2021-01-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507515	2021-03-30	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508676	2020-08-18	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508073	2021-02-15	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508047	2021-02-07	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509003	2021-03-12	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508381	2020-08-06	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509112	2021-01-05	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509104	2021-01-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509715	2020-10-06	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509280	2021-01-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509221	2021-01-25	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509656	2020-10-04	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509213	2021-01-26	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509684	2020-10-26	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509565	2020-11-21	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509120	2021-01-05	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509212	2021-01-26	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509649	2020-11-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509535	2020-11-21	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509178	2021-01-25	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509266	2021-01-25	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509379	2020-11-06	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509491	2020-11-22	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509154	2021-01-11	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509428	2020-11-15	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509689	2020-10-02	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509144	2021-01-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509547	2020-11-27	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509703	2020-10-04	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509645	2020-11-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509238	2021-01-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509560	2020-11-26	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509100	2021-01-05	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509103	2021-01-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509191	2021-01-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509688	2020-10-28	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509340	2020-11-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509350	2020-11-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509432	2020-11-14	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509209	2021-01-25	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509699	2020-10-28	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509134	2021-01-05	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509613	2020-11-27	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509155	2021-01-04	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509629	2020-11-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509175	2021-01-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509159	2021-01-25	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509135	2021-01-07	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509697	2020-10-06	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509566	2020-11-15	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509286	2021-01-25	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509190	2021-01-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509659	2020-10-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509700	2020-10-22	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509256	2021-01-24	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509179	2021-01-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509654	2020-10-15	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509220	2021-01-24	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509546	2020-11-04	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509232	2021-01-24	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509187	2021-01-26	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509642	2020-11-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509605	2020-11-27	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509218	2021-01-27	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509527	2020-11-26	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509251	2021-01-23	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509433	2020-11-08	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509674	2020-10-22	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509404	2020-11-27	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509239	2021-01-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509207	2021-01-26	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509130	2021-01-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509712	2020-10-14	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509667	2020-10-06	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509166	2021-01-25	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509228	2021-01-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509147	2021-01-05	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509160	2021-01-23	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509141	2021-01-11	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509227	2021-01-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509666	2020-10-02	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509099	2021-01-05	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509146	2021-01-05	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509581	2020-11-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509131	2021-01-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509710	2020-10-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509150	2021-01-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509378	2020-11-15	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509164	2021-01-26	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509641	2020-11-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509393	2020-11-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509685	2020-10-12	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509235	2021-01-26	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509485	2020-11-27	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509163	2021-01-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509372	2020-11-21	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509709	2020-10-23	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509384	2020-11-09	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509363	2020-11-28	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509201	2021-01-26	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509148	2021-01-21	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509230	2021-01-23	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509145	2021-01-04	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509628	2020-11-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509199	2021-01-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509415	2020-11-27	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509346	2020-11-12	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509274	2021-01-08	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509102	2021-01-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509195	2021-01-23	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509529	2020-11-21	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509225	2021-01-26	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509636	2020-11-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509296	2021-01-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509692	2020-10-22	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509140	2021-01-21	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509117	2021-01-11	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509121	2021-01-07	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509493	2020-11-21	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509162	2021-01-25	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509652	2020-11-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509105	2021-01-18	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509646	2020-11-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509701	2020-10-22	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509573	2020-11-06	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509639	2020-11-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509240	2021-01-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509405	2020-11-27	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509683	2020-10-04	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509101	2021-01-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509653	2020-11-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509223	2021-01-26	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509591	2020-11-11	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509196	2021-01-24	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509111	2021-01-05	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509214	2021-01-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509137	2021-01-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509143	2021-01-05	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509460	2020-11-21	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509643	2020-11-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509169	2021-01-26	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509658	2020-10-29	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509480	2020-11-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509136	2021-01-21	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509295	2021-01-16	2021-12-11	North America / USA / California / Los Angeles County
