Accession ID	Collection date	Submission date	Location
EPI_ISL_3710045	2021-06-16	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710046	2021-06-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710048	2021-06-28	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710054	2021-07-06	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710055	2021-07-06	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710056	2021-07-06	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710057	2021-07-09	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710058	2021-07-09	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710068	2021-07-27	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710069	2021-07-28	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710070	2021-07-29	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710071	2021-07-12	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710072	2021-07-24	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710073	2021-07-24	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710075	2021-06-20	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_5485448	2021-08-06	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5485466	2021-08-09	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_2405179	2021-05-17	2021-06-04	North America / USA / California / Los Angeles County
EPI_ISL_3710076	2021-06-20	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710077	2021-06-23	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_2405181	2021-05-15	2021-06-04	North America / USA / California / Los Angeles County
EPI_ISL_3710082	2021-07-25	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710083	2021-07-27	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710084	2021-07-27	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710085	2021-07-28	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710090	2021-07-25	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710091	2021-07-25	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710092	2021-07-25	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710093	2021-07-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_2405182	2021-05-12	2021-06-04	North America / USA / California / Los Angeles County
EPI_ISL_2405185	2021-05-09	2021-06-04	North America / USA / California / Los Angeles County
EPI_ISL_3710101	2021-07-17	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710102	2021-07-23	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710103	2021-07-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710104	2021-07-01	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_2405203	2021-05-10	2021-06-04	North America / USA / California / Los Angeles County
EPI_ISL_3710105	2021-07-21	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710106	2021-07-25	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710107	2021-07-20	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710108	2021-07-21	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_2405204	2021-05-09	2021-06-04	North America / USA / California / Los Angeles County
EPI_ISL_3710109	2021-07-25	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710111	2021-06-20	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710112	2021-06-21	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_5485484	2021-08-08	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5485502	2021-08-10	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_3710113	2021-07-03	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710114	2021-07-26	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710115	2021-07-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_5485535	2021-08-09	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_3710116	2021-07-25	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710117	2021-07-23	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710118	2021-06-20	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710119	2021-07-20	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710120	2021-07-28	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710121	2021-07-14	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710122	2021-07-29	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710123	2021-07-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710124	2021-07-14	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710125	2021-07-22	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710126	2021-07-22	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710127	2021-07-23	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710128	2021-07-23	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710129	2021-07-23	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710131	2021-07-17	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710132	2021-07-18	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710133	2021-07-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710134	2021-07-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710135	2021-07-21	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710136	2021-07-22	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710137	2021-07-23	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710139	2021-07-22	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710140	2021-07-22	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710141	2021-07-22	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710142	2021-07-22	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710144	2021-07-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710145	2021-07-20	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710146	2021-07-12	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710148	2021-07-12	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710149	2021-07-16	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710150	2021-07-13	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710151	2021-07-22	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710152	2021-07-12	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710153	2021-07-20	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710154	2021-07-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710156	2021-07-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710157	2021-07-21	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710158	2021-07-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710159	2021-07-22	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710160	2021-07-22	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710161	2021-07-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710162	2021-07-21	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710164	2021-07-14	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710165	2021-07-18	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710166	2021-07-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710167	2021-07-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710168	2021-07-21	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710169	2021-07-16	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710170	2021-07-16	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710171	2021-07-20	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710172	2021-07-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710174	2021-07-21	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_5485543	2021-08-10	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_3710175	2021-07-21	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710176	2021-07-18	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710177	2021-07-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710178	2021-07-17	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710179	2021-07-21	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710180	2021-07-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710181	2021-07-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710183	2021-07-20	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710184	2021-07-20	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710185	2021-07-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710186	2021-07-20	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710187	2021-07-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710188	2021-07-01	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710189	2021-07-27	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710190	2021-07-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710191	2021-07-21	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710192	2021-07-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710194	2021-07-12	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710196	2021-07-17	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710197	2021-07-17	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710198	2021-07-20	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710200	2021-07-17	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710202	2021-07-21	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710203	2021-07-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710204	2021-07-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710207	2021-07-13	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710209	2021-07-16	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710211	2021-07-27	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710212	2021-07-27	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710213	2021-07-15	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710214	2021-07-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710215	2021-07-22	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710216	2021-07-21	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710217	2021-07-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710218	2021-07-22	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710219	2021-07-22	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710220	2021-07-16	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710221	2021-07-16	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_5481517	2021-07-26	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_2392167	2021-04-28	2021-06-03	North America / USA / California / Los Angeles County
EPI_ISL_2392168	2021-05-14	2021-06-03	North America / USA / California / Los Angeles County
EPI_ISL_2392169	2021-04-15	2021-06-03	North America / USA / California / Los Angeles County
EPI_ISL_2392173	2021-04-27	2021-06-03	North America / USA / California / Los Angeles County
EPI_ISL_2392175	2021-04-25	2021-06-03	North America / USA / California / Los Angeles County
EPI_ISL_3710049	2021-07-01	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710050	2021-07-01	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710051	2021-07-01	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710052	2021-07-01	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710053	2021-07-05	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710059	2021-07-10	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710060	2021-07-12	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710061	2021-07-23	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710062	2021-07-23	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710063	2021-07-23	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710064	2021-07-24	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710065	2021-07-26	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710066	2021-07-27	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710067	2021-07-27	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_2404862	2021-05-01	2021-06-04	North America / USA / California / Los Angeles County
EPI_ISL_5485425	2021-08-08	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5485438	2021-08-06	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5485458	2021-08-08	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_2405178	2021-05-19	2021-06-04	North America / USA / California / Los Angeles County
EPI_ISL_2405180	2021-05-14	2021-06-04	North America / USA / California / Los Angeles County
EPI_ISL_3710078	2021-06-24	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710079	2021-07-17	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710080	2021-07-17	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710081	2021-07-23	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710086	2021-07-29	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710087	2021-07-30	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710088	2021-07-19	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710089	2021-07-23	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710094	2021-07-26	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710095	2021-07-07	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710096	2021-06-21	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710097	2021-07-21	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710099	2021-05-13	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_3710100	2021-07-18	2021-08-26	North America / USA / California / Los Angeles County
EPI_ISL_5481563	2021-07-28	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5481574	2021-07-28	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5481586	2021-07-28	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5481597	2021-07-28	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5481672	2021-07-27	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5481684	2021-07-27	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5485549	2021-08-08	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5481700	2021-07-27	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5481708	2021-07-27	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5481738	2021-07-27	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5481763	2021-07-27	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5481773	2021-07-28	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_2405213	2021-05-03	2021-06-04	North America / USA / California / Los Angeles County
EPI_ISL_5482230	2021-07-26	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_2391757	2021-04-23	2021-06-03	North America / USA / California / Los Angeles County
EPI_ISL_5482265	2021-07-25	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5482324	2021-07-26	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5482342	2021-07-25	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5482357	2021-07-26	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5482400	2021-07-28	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5482407	2021-07-29	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5482634	2021-07-30	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5482654	2021-08-09	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5482673	2021-08-09	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5482981	2021-08-02	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5483009	2021-08-03	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5483072	2021-08-01	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_2391750	2021-05-01	2021-06-03	North America / USA / California / Los Angeles County
EPI_ISL_2391758	2021-04-22	2021-06-03	North America / USA / California / Los Angeles County
EPI_ISL_2391762	2021-05-01	2021-06-03	North America / USA / California / Los Angeles County
EPI_ISL_2391763	2021-05-08	2021-06-03	North America / USA / California / Los Angeles County
EPI_ISL_2391782	2021-05-01	2021-06-03	North America / USA / California / Los Angeles County
EPI_ISL_2391783	2021-05-03	2021-06-03	North America / USA / California / Los Angeles County
EPI_ISL_2391784	2021-05-04	2021-06-03	North America / USA / California / Los Angeles County
EPI_ISL_2391785	2021-05-05	2021-06-03	North America / USA / California / Los Angeles County
EPI_ISL_2391786	2021-05-05	2021-06-03	North America / USA / California / Los Angeles County
EPI_ISL_2391790	2021-05-06	2021-06-03	North America / USA / California / Los Angeles County
EPI_ISL_2391792	2021-05-04	2021-06-03	North America / USA / California / Los Angeles County
EPI_ISL_2391793	2021-05-06	2021-06-03	North America / USA / California / Los Angeles County
EPI_ISL_2391795	2021-04-02	2021-06-03	North America / USA / California / Los Angeles County
EPI_ISL_2391796	2021-04-03	2021-06-03	North America / USA / California / Los Angeles County
EPI_ISL_2391797	2021-04-04	2021-06-03	North America / USA / California / Los Angeles County
EPI_ISL_2391798	2021-04-12	2021-06-03	North America / USA / California / Los Angeles County
EPI_ISL_2391799	2021-04-11	2021-06-03	North America / USA / California / Los Angeles County
EPI_ISL_2391759	2021-04-24	2021-06-03	North America / USA / California / Los Angeles County
EPI_ISL_2391800	2021-04-12	2021-06-03	North America / USA / California / Los Angeles County
EPI_ISL_2391801	2021-04-12	2021-06-03	North America / USA / California / Los Angeles County
EPI_ISL_2404857	2021-05-04	2021-06-04	North America / USA / California / Los Angeles County
EPI_ISL_2404858	2021-04-23	2021-06-04	North America / USA / California / Los Angeles County
EPI_ISL_5485579	2021-08-07	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5485586	2021-08-07	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5485597	2021-08-07	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5485610	2021-08-07	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5485619	2021-08-07	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5485628	2021-08-07	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5485641	2021-08-11	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_2811920	2021-05-28	2021-07-05	North America / USA / California / Los Angeles County
EPI_ISL_2811921	2021-06-03	2021-07-05	North America / USA / California / Los Angeles County
EPI_ISL_2811922	2021-06-14	2021-07-05	North America / USA / California / Los Angeles County
EPI_ISL_2811939	2021-06-14	2021-07-05	North America / USA / California / Los Angeles County
EPI_ISL_2811942	2021-06-20	2021-07-05	North America / USA / California / Los Angeles County
EPI_ISL_2811943	2021-06-21	2021-07-05	North America / USA / California / Los Angeles County
EPI_ISL_2811961	2021-06-24	2021-07-05	North America / USA / California / Los Angeles County
EPI_ISL_2811962	2021-04-27	2021-07-05	North America / USA / California / Los Angeles County
EPI_ISL_2811966	2021-06-22	2021-07-05	North America / USA / California / Los Angeles County
EPI_ISL_2811967	2021-06-19	2021-07-05	North America / USA / California / Los Angeles County
EPI_ISL_2811971	2021-06-15	2021-07-05	North America / USA / California / Los Angeles County
EPI_ISL_2811975	2021-06-21	2021-07-05	North America / USA / California / Los Angeles County
EPI_ISL_2811977	2021-06-21	2021-07-05	North America / USA / California / Los Angeles County
EPI_ISL_2811978	2021-06-20	2021-07-05	North America / USA / California / Los Angeles County
EPI_ISL_2811981	2021-06-07	2021-07-05	North America / USA / California / Los Angeles County
EPI_ISL_2812000	2021-06-17	2021-07-05	North America / USA / California / Los Angeles County
EPI_ISL_2812001	2021-06-11	2021-07-05	North America / USA / California / Los Angeles County
EPI_ISL_2812002	2021-06-09	2021-07-05	North America / USA / California / Los Angeles County
EPI_ISL_2812003	2021-06-11	2021-07-05	North America / USA / California / Los Angeles County
EPI_ISL_2812005	2021-06-13	2021-07-05	North America / USA / California / Los Angeles County
EPI_ISL_2812006	2021-06-11	2021-07-05	North America / USA / California / Los Angeles County
EPI_ISL_2812007	2021-06-11	2021-07-05	North America / USA / California / Los Angeles County
EPI_ISL_2812008	2021-06-12	2021-07-05	North America / USA / California / Los Angeles County
EPI_ISL_2812010	2021-06-11	2021-07-05	North America / USA / California / Los Angeles County
EPI_ISL_2812011	2021-06-11	2021-07-05	North America / USA / California / Los Angeles County
EPI_ISL_2812014	2021-06-13	2021-07-05	North America / USA / California / Los Angeles County
EPI_ISL_5486633	2021-08-09	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5486420	2021-07-30	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5486433	2021-07-31	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5486470	2021-07-31	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5486489	2021-08-01	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5486509	2021-08-02	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5486526	2021-08-02	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5486533	2021-08-02	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5486543	2021-08-02	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5486548	2021-08-02	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5486558	2021-08-02	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5486565	2021-08-02	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5486574	2021-08-03	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5486583	2021-08-03	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5486605	2021-08-11	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5486614	2021-08-11	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5486624	2021-08-11	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5486643	2021-08-12	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5486650	2021-08-11	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_5486660	2021-08-12	2021-10-25	North America / USA / California / Los Angeles County
EPI_ISL_2772519	2021-06-01	2021-07-01	North America / USA / California / Los Angeles County
EPI_ISL_2772504	2021-06-09	2021-07-01	North America / USA / California / Los Angeles County
EPI_ISL_2772505	2021-06-05	2021-07-01	North America / USA / California / Los Angeles County
EPI_ISL_2772518	2021-06-07	2021-07-01	North America / USA / California / Los Angeles County
EPI_ISL_4542566	2021-07-30	2021-09-27	North America / USA / California / Los Angeles County
EPI_ISL_4542569	2021-08-04	2021-09-27	North America / USA / California / Los Angeles County
EPI_ISL_4542571	2021-08-02	2021-09-27	North America / USA / California / Los Angeles County
EPI_ISL_4542574	2021-07-31	2021-09-27	North America / USA / California / Los Angeles County
EPI_ISL_4542576	2021-07-30	2021-09-27	North America / USA / California / Los Angeles County
EPI_ISL_2894571	2021-06-25	2021-07-11	North America / USA / California / Los Angeles County
EPI_ISL_2894573	2021-06-21	2021-07-11	North America / USA / California / Los Angeles County
EPI_ISL_2894574	2021-06-25	2021-07-11	North America / USA / California / Los Angeles County
EPI_ISL_2894575	2021-06-25	2021-07-11	North America / USA / California / Los Angeles County
EPI_ISL_2894577	2021-06-25	2021-07-11	North America / USA / California / Los Angeles County
EPI_ISL_2894578	2021-06-25	2021-07-11	North America / USA / California / Los Angeles County
EPI_ISL_2894579	2021-06-09	2021-07-11	North America / USA / California / Los Angeles County
EPI_ISL_2894580	2021-06-01	2021-07-11	North America / USA / California / Los Angeles County
EPI_ISL_2894581	2021-05-27	2021-07-11	North America / USA / California / Los Angeles County
EPI_ISL_2894582	2021-05-31	2021-07-11	North America / USA / California / Los Angeles County
EPI_ISL_2894583	2021-06-01	2021-07-11	North America / USA / California / Los Angeles County
EPI_ISL_2894586	2021-06-18	2021-07-11	North America / USA / California / Los Angeles County
EPI_ISL_2894587	2021-06-23	2021-07-11	North America / USA / California / Los Angeles County
EPI_ISL_2894588	2021-06-22	2021-07-11	North America / USA / California / Los Angeles County
EPI_ISL_4542589	2021-08-02	2021-09-27	North America / USA / California / Los Angeles County
EPI_ISL_4542590	2021-08-02	2021-09-27	North America / USA / California / Los Angeles County
EPI_ISL_4542591	2021-07-31	2021-09-27	North America / USA / California / Los Angeles County
EPI_ISL_4542592	2021-07-30	2021-09-27	North America / USA / California / Los Angeles County
EPI_ISL_4542593	2021-07-30	2021-09-27	North America / USA / California / Los Angeles County
EPI_ISL_4542594	2021-07-27	2021-09-27	North America / USA / California / Los Angeles County
EPI_ISL_4542595	2021-07-25	2021-09-27	North America / USA / California / Los Angeles County
EPI_ISL_4542600	2021-08-09	2021-09-27	North America / USA / California / Los Angeles County
EPI_ISL_2894589	2021-06-23	2021-07-11	North America / USA / California / Los Angeles County
EPI_ISL_2894590	2021-06-23	2021-07-11	North America / USA / California / Los Angeles County
EPI_ISL_2894591	2021-06-22	2021-07-11	North America / USA / California / Los Angeles County
EPI_ISL_2894592	2021-06-22	2021-07-11	North America / USA / California / Los Angeles County
EPI_ISL_2907554	2021-07-01	2021-07-12	North America / USA / California / Los Angeles County
EPI_ISL_2907555	2021-06-30	2021-07-12	North America / USA / California / Los Angeles County
EPI_ISL_2907556	2021-07-01	2021-07-12	North America / USA / California / Los Angeles County
EPI_ISL_2907557	2021-07-01	2021-07-12	North America / USA / California / Los Angeles County
EPI_ISL_2907558	2021-07-01	2021-07-12	North America / USA / California / Los Angeles County
EPI_ISL_2907559	2021-06-30	2021-07-12	North America / USA / California / Los Angeles County
EPI_ISL_2907560	2021-07-01	2021-07-12	North America / USA / California / Los Angeles County
EPI_ISL_2907561	2021-07-01	2021-07-12	North America / USA / California / Los Angeles County
EPI_ISL_2907562	2021-06-30	2021-07-12	North America / USA / California / Los Angeles County
EPI_ISL_2907563	2021-06-30	2021-07-12	North America / USA / California / Los Angeles County
EPI_ISL_2907569	2021-07-01	2021-07-12	North America / USA / California / Los Angeles County
EPI_ISL_2907570	2021-07-01	2021-07-12	North America / USA / California / Los Angeles County
EPI_ISL_2907571	2021-07-01	2021-07-12	North America / USA / California / Los Angeles County
EPI_ISL_2907572	2021-07-01	2021-07-12	North America / USA / California / Los Angeles County
